trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
227,12:29:00,12:29:00,36994,11,0,0,7.2792
227,12:31:00,12:31:00,37376,12,0,0,7.5284
227,12:33:00,12:33:00,37377,13,0,0,7.8752
227,12:36:00,12:36:00,37378,14,0,0,8.1684
227,12:40:00,12:40:00,39348,15,0,0,9.1265
228,12:29:00,12:29:00,42673,1,0,0,0.0000
228,12:31:00,12:31:00,38229,2,0,0,0.9153
228,12:33:00,12:33:00,37005,3,0,0,1.7756
228,12:35:00,12:35:00,37004,4,0,0,2.3379
228,12:37:00,12:37:00,37003,5,0,0,3.5483
228,12:38:00,12:38:00,37002,6,0,0,4.1964
228,12:41:00,12:41:00,36998,7,0,0,5.6182
228,12:44:00,12:44:00,36997,8,0,0,6.2994
228,12:45:00,12:45:00,36996,9,0,0,6.5769
228,12:47:00,12:47:00,36995,10,0,0,6.9847
228,12:49:00,12:49:00,36994,11,0,0,7.2792
228,12:51:00,12:51:00,37376,12,0,0,7.5284
228,12:53:00,12:53:00,37377,13,0,0,7.8752
228,12:56:00,12:56:00,37378,14,0,0,8.1684
228,13:00:00,13:00:00,39348,15,0,0,9.1265
229,12:49:00,12:49:00,42673,1,0,0,0.0000
229,12:51:00,12:51:00,38229,2,0,0,0.9153
229,12:53:00,12:53:00,37005,3,0,0,1.7756
229,12:55:00,12:55:00,37004,4,0,0,2.3379
229,12:57:00,12:57:00,37003,5,0,0,3.5483
229,12:58:00,12:58:00,37002,6,0,0,4.1964
229,13:01:00,13:01:00,36998,7,0,0,5.6182
229,13:04:00,13:04:00,36997,8,0,0,6.2994
229,13:05:00,13:05:00,36996,9,0,0,6.5769
229,13:07:00,13:07:00,36995,10,0,0,6.9847
229,13:09:00,13:09:00,36994,11,0,0,7.2792
229,13:11:00,13:11:00,37376,12,0,0,7.5284
229,13:13:00,13:13:00,37377,13,0,0,7.8752
229,13:16:00,13:16:00,37378,14,0,0,8.1684
229,13:20:00,13:20:00,39348,15,0,0,9.1265
230,13:09:00,13:09:00,42673,1,0,0,0.0000
230,13:11:00,13:11:00,38229,2,0,0,0.9153
230,13:13:00,13:13:00,37005,3,0,0,1.7756
230,13:15:00,13:15:00,37004,4,0,0,2.3379
230,13:17:00,13:17:00,37003,5,0,0,3.5483
230,13:18:00,13:18:00,37002,6,0,0,4.1964
230,13:21:00,13:21:00,36998,7,0,0,5.6182
230,13:24:00,13:24:00,36997,8,0,0,6.2994
230,13:25:00,13:25:00,36996,9,0,0,6.5769
230,13:27:00,13:27:00,36995,10,0,0,6.9847
230,13:29:00,13:29:00,36994,11,0,0,7.2792
230,13:31:00,13:31:00,37376,12,0,0,7.5284
230,13:33:00,13:33:00,37377,13,0,0,7.8752
230,13:36:00,13:36:00,37378,14,0,0,8.1684
230,13:40:00,13:40:00,39348,15,0,0,9.1265
231,13:29:00,13:29:00,42673,1,0,0,0.0000
231,13:31:00,13:31:00,38229,2,0,0,0.9153
231,13:33:00,13:33:00,37005,3,0,0,1.7756
231,13:35:00,13:35:00,37004,4,0,0,2.3379
231,13:37:00,13:37:00,37003,5,0,0,3.5483
231,13:38:00,13:38:00,37002,6,0,0,4.1964
231,13:41:00,13:41:00,36998,7,0,0,5.6182
231,13:44:00,13:44:00,36997,8,0,0,6.2994
231,13:45:00,13:45:00,36996,9,0,0,6.5769
231,13:47:00,13:47:00,36995,10,0,0,6.9847
231,13:49:00,13:49:00,36994,11,0,0,7.2792
231,13:51:00,13:51:00,37376,12,0,0,7.5284
231,13:53:00,13:53:00,37377,13,0,0,7.8752
231,13:56:00,13:56:00,37378,14,0,0,8.1684
231,14:00:00,14:00:00,39348,15,0,0,9.1265
232,13:49:00,13:49:00,42673,1,0,0,0.0000
232,13:51:00,13:51:00,38229,2,0,0,0.9153
232,13:53:00,13:53:00,37005,3,0,0,1.7756
232,13:55:00,13:55:00,37004,4,0,0,2.3379
232,13:57:00,13:57:00,37003,5,0,0,3.5483
232,13:58:00,13:58:00,37002,6,0,0,4.1964
232,14:01:00,14:01:00,36998,7,0,0,5.6182
232,14:04:00,14:04:00,36997,8,0,0,6.2994
232,14:05:00,14:05:00,36996,9,0,0,6.5769
232,14:07:00,14:07:00,36995,10,0,0,6.9847
232,14:09:00,14:09:00,36994,11,0,0,7.2792
232,14:11:00,14:11:00,37376,12,0,0,7.5284
232,14:13:00,14:13:00,37377,13,0,0,7.8752
232,14:16:00,14:16:00,37378,14,0,0,8.1684
232,14:20:00,14:20:00,39348,15,0,0,9.1265
233,14:09:00,14:09:00,42673,1,0,0,0.0000
233,14:11:00,14:11:00,38229,2,0,0,0.9153
233,14:13:00,14:13:00,37005,3,0,0,1.7756
233,14:15:00,14:15:00,37004,4,0,0,2.3379
233,14:17:00,14:17:00,37003,5,0,0,3.5483
233,14:18:00,14:18:00,37002,6,0,0,4.1964
233,14:21:00,14:21:00,36998,7,0,0,5.6182
233,14:24:00,14:24:00,36997,8,0,0,6.2994
233,14:25:00,14:25:00,36996,9,0,0,6.5769
233,14:27:00,14:27:00,36995,10,0,0,6.9847
233,14:29:00,14:29:00,36994,11,0,0,7.2792
233,14:31:00,14:31:00,37376,12,0,0,7.5284
233,14:33:00,14:33:00,37377,13,0,0,7.8752
233,14:36:00,14:36:00,37378,14,0,0,8.1684
233,14:40:00,14:40:00,39348,15,0,0,9.1265
234,14:29:00,14:29:00,42673,1,0,0,0.0000
234,14:31:00,14:31:00,38229,2,0,0,0.9153
234,14:33:00,14:33:00,37005,3,0,0,1.7756
234,14:35:00,14:35:00,37004,4,0,0,2.3379
234,14:37:00,14:37:00,37003,5,0,0,3.5483
234,14:38:00,14:38:00,37002,6,0,0,4.1964
234,14:41:00,14:41:00,36998,7,0,0,5.6182
234,14:44:00,14:44:00,36997,8,0,0,6.2994
234,14:45:00,14:45:00,36996,9,0,0,6.5769
234,14:47:00,14:47:00,36995,10,0,0,6.9847
234,14:49:00,14:49:00,36994,11,0,0,7.2792
234,14:51:00,14:51:00,37376,12,0,0,7.5284
234,14:53:00,14:53:00,37377,13,0,0,7.8752
234,14:56:00,14:56:00,37378,14,0,0,8.1684
234,15:00:00,15:00:00,39348,15,0,0,9.1265
235,14:49:00,14:49:00,42673,1,0,0,0.0000
235,14:51:00,14:51:00,38229,2,0,0,0.9153
235,14:53:00,14:53:00,37005,3,0,0,1.7756
235,14:55:00,14:55:00,37004,4,0,0,2.3379
235,14:57:00,14:57:00,37003,5,0,0,3.5483
235,14:58:00,14:58:00,37002,6,0,0,4.1964
235,15:01:00,15:01:00,36998,7,0,0,5.6182
235,15:04:00,15:04:00,36997,8,0,0,6.2994
235,15:05:00,15:05:00,36996,9,0,0,6.5769
235,15:07:00,15:07:00,36995,10,0,0,6.9847
235,15:09:00,15:09:00,36994,11,0,0,7.2792
235,15:11:00,15:11:00,37376,12,0,0,7.5284
235,15:13:00,15:13:00,37377,13,0,0,7.8752
235,15:16:00,15:16:00,37378,14,0,0,8.1684
235,15:20:00,15:20:00,39348,15,0,0,9.1265
236,15:09:00,15:09:00,42673,1,0,0,0.0000
236,15:11:00,15:11:00,38229,2,0,0,0.9153
236,15:13:00,15:13:00,37005,3,0,0,1.7756
236,15:15:00,15:15:00,37004,4,0,0,2.3379
236,15:17:00,15:17:00,37003,5,0,0,3.5483
236,15:18:00,15:18:00,37002,6,0,0,4.1964
236,15:21:00,15:21:00,36998,7,0,0,5.6182
236,15:24:00,15:24:00,36997,8,0,0,6.2994
236,15:25:00,15:25:00,36996,9,0,0,6.5769
236,15:27:00,15:27:00,36995,10,0,0,6.9847
236,15:29:00,15:29:00,36994,11,0,0,7.2792
236,15:31:00,15:31:00,37376,12,0,0,7.5284
236,15:33:00,15:33:00,37377,13,0,0,7.8752
236,15:36:00,15:36:00,37378,14,0,0,8.1684
236,15:40:00,15:40:00,39348,15,0,0,9.1265
237,15:29:00,15:29:00,42673,1,0,0,0.0000
237,15:31:00,15:31:00,38229,2,0,0,0.9153
237,15:33:00,15:33:00,37005,3,0,0,1.7756
237,15:35:00,15:35:00,37004,4,0,0,2.3379
237,15:37:00,15:37:00,37003,5,0,0,3.5483
237,15:38:00,15:38:00,37002,6,0,0,4.1964
237,15:41:00,15:41:00,36998,7,0,0,5.6182
237,15:44:00,15:44:00,36997,8,0,0,6.2994
237,15:45:00,15:45:00,36996,9,0,0,6.5769
237,15:47:00,15:47:00,36995,10,0,0,6.9847
237,15:49:00,15:49:00,36994,11,0,0,7.2792
237,15:51:00,15:51:00,37376,12,0,0,7.5284
237,15:53:00,15:53:00,37377,13,0,0,7.8752
237,15:56:00,15:56:00,37378,14,0,0,8.1684
237,16:00:00,16:00:00,39348,15,0,0,9.1265
238,15:49:00,15:49:00,42673,1,0,0,0.0000
238,15:51:00,15:51:00,38229,2,0,0,0.9153
238,15:53:00,15:53:00,37005,3,0,0,1.7756
238,15:55:00,15:55:00,37004,4,0,0,2.3379
238,15:57:00,15:57:00,37003,5,0,0,3.5483
238,15:58:00,15:58:00,37002,6,0,0,4.1964
238,16:01:00,16:01:00,36998,7,0,0,5.6182
238,16:04:00,16:04:00,36997,8,0,0,6.2994
238,16:05:00,16:05:00,36996,9,0,0,6.5769
238,16:07:00,16:07:00,36995,10,0,0,6.9847
238,16:09:00,16:09:00,36994,11,0,0,7.2792
238,16:11:00,16:11:00,37376,12,0,0,7.5284
238,16:13:00,16:13:00,37377,13,0,0,7.8752
238,16:16:00,16:16:00,37378,14,0,0,8.1684
238,16:20:00,16:20:00,39348,15,0,0,9.1265
239,16:09:00,16:09:00,42673,1,0,0,0.0000
239,16:11:00,16:11:00,38229,2,0,0,0.9153
239,16:13:00,16:13:00,37005,3,0,0,1.7756
239,16:15:00,16:15:00,37004,4,0,0,2.3379
239,16:17:00,16:17:00,37003,5,0,0,3.5483
239,16:18:00,16:18:00,37002,6,0,0,4.1964
239,16:21:00,16:21:00,36998,7,0,0,5.6182
239,16:24:00,16:24:00,36997,8,0,0,6.2994
239,16:25:00,16:25:00,36996,9,0,0,6.5769
239,16:27:00,16:27:00,36995,10,0,0,6.9847
239,16:29:00,16:29:00,36994,11,0,0,7.2792
239,16:31:00,16:31:00,37376,12,0,0,7.5284
239,16:33:00,16:33:00,37377,13,0,0,7.8752
239,16:36:00,16:36:00,37378,14,0,0,8.1684
239,16:40:00,16:40:00,39348,15,0,0,9.1265
240,16:29:00,16:29:00,42673,1,0,0,0.0000
240,16:31:00,16:31:00,38229,2,0,0,0.9153
240,16:33:00,16:33:00,37005,3,0,0,1.7756
240,16:35:00,16:35:00,37004,4,0,0,2.3379
240,16:37:00,16:37:00,37003,5,0,0,3.5483
240,16:38:00,16:38:00,37002,6,0,0,4.1964
240,16:41:00,16:41:00,36998,7,0,0,5.6182
240,16:44:00,16:44:00,36997,8,0,0,6.2994
240,16:45:00,16:45:00,36996,9,0,0,6.5769
240,16:47:00,16:47:00,36995,10,0,0,6.9847
240,16:49:00,16:49:00,36994,11,0,0,7.2792
240,16:51:00,16:51:00,37376,12,0,0,7.5284
240,16:53:00,16:53:00,37377,13,0,0,7.8752
240,16:56:00,16:56:00,37378,14,0,0,8.1684
240,17:00:00,17:00:00,39348,15,0,0,9.1265
241,16:49:00,16:49:00,42673,1,0,0,0.0000
241,16:51:00,16:51:00,38229,2,0,0,0.9153
241,16:53:00,16:53:00,37005,3,0,0,1.7756
241,16:55:00,16:55:00,37004,4,0,0,2.3379
241,16:57:00,16:57:00,37003,5,0,0,3.5483
241,16:58:00,16:58:00,37002,6,0,0,4.1964
241,17:01:00,17:01:00,36998,7,0,0,5.6182
241,17:04:00,17:04:00,36997,8,0,0,6.2994
241,17:05:00,17:05:00,36996,9,0,0,6.5769
241,17:07:00,17:07:00,36995,10,0,0,6.9847
241,17:09:00,17:09:00,36994,11,0,0,7.2792
241,17:11:00,17:11:00,37376,12,0,0,7.5284
241,17:13:00,17:13:00,37377,13,0,0,7.8752
241,17:16:00,17:16:00,37378,14,0,0,8.1684
241,17:20:00,17:20:00,39348,15,0,0,9.1265
242,17:09:00,17:09:00,42673,1,0,0,0.0000
242,17:11:00,17:11:00,38229,2,0,0,0.9153
242,17:13:00,17:13:00,37005,3,0,0,1.7756
242,17:15:00,17:15:00,37004,4,0,0,2.3379
242,17:17:00,17:17:00,37003,5,0,0,3.5483
242,17:18:00,17:18:00,37002,6,0,0,4.1964
242,17:21:00,17:21:00,36998,7,0,0,5.6182
242,17:24:00,17:24:00,36997,8,0,0,6.2994
242,17:25:00,17:25:00,36996,9,0,0,6.5769
242,17:27:00,17:27:00,36995,10,0,0,6.9847
242,17:29:00,17:29:00,36994,11,0,0,7.2792
242,17:31:00,17:31:00,37376,12,0,0,7.5284
242,17:33:00,17:33:00,37377,13,0,0,7.8752
242,17:36:00,17:36:00,37378,14,0,0,8.1684
242,17:40:00,17:40:00,39348,15,0,0,9.1265
243,17:29:00,17:29:00,42673,1,0,0,0.0000
243,17:31:00,17:31:00,38229,2,0,0,0.9153
243,17:33:00,17:33:00,37005,3,0,0,1.7756
243,17:35:00,17:35:00,37004,4,0,0,2.3379
243,17:37:00,17:37:00,37003,5,0,0,3.5483
243,17:38:00,17:38:00,37002,6,0,0,4.1964
243,17:41:00,17:41:00,36998,7,0,0,5.6182
243,17:44:00,17:44:00,36997,8,0,0,6.2994
243,17:45:00,17:45:00,36996,9,0,0,6.5769
243,17:47:00,17:47:00,36995,10,0,0,6.9847
243,17:49:00,17:49:00,36994,11,0,0,7.2792
243,17:51:00,17:51:00,37376,12,0,0,7.5284
243,17:53:00,17:53:00,37377,13,0,0,7.8752
243,17:56:00,17:56:00,37378,14,0,0,8.1684
243,18:00:00,18:00:00,39348,15,0,0,9.1265
244,17:49:00,17:49:00,42673,1,0,0,0.0000
244,17:51:00,17:51:00,38229,2,0,0,0.9153
244,17:53:00,17:53:00,37005,3,0,0,1.7756
244,17:55:00,17:55:00,37004,4,0,0,2.3379
244,17:57:00,17:57:00,37003,5,0,0,3.5483
244,17:58:00,17:58:00,37002,6,0,0,4.1964
244,18:01:00,18:01:00,36998,7,0,0,5.6182
244,18:04:00,18:04:00,36997,8,0,0,6.2994
244,18:05:00,18:05:00,36996,9,0,0,6.5769
244,18:07:00,18:07:00,36995,10,0,0,6.9847
244,18:09:00,18:09:00,36994,11,0,0,7.2792
244,18:11:00,18:11:00,37376,12,0,0,7.5284
244,18:13:00,18:13:00,37377,13,0,0,7.8752
244,18:16:00,18:16:00,37378,14,0,0,8.1684
244,18:20:00,18:20:00,39348,15,0,0,9.1265
245,18:09:00,18:09:00,42673,1,0,0,0.0000
245,18:11:00,18:11:00,38229,2,0,0,0.9153
245,18:13:00,18:13:00,37005,3,0,0,1.7756
245,18:15:00,18:15:00,37004,4,0,0,2.3379
245,18:17:00,18:17:00,37003,5,0,0,3.5483
245,18:18:00,18:18:00,37002,6,0,0,4.1964
245,18:21:00,18:21:00,36998,7,0,0,5.6182
245,18:24:00,18:24:00,36997,8,0,0,6.2994
245,18:25:00,18:25:00,36996,9,0,0,6.5769
245,18:27:00,18:27:00,36995,10,0,0,6.9847
245,18:29:00,18:29:00,36994,11,0,0,7.2792
245,18:31:00,18:31:00,37376,12,0,0,7.5284
245,18:33:00,18:33:00,37377,13,0,0,7.8752
245,18:36:00,18:36:00,37378,14,0,0,8.1684
245,18:40:00,18:40:00,39348,15,0,0,9.1265
246,18:29:00,18:29:00,42673,1,0,0,0.0000
246,18:31:00,18:31:00,38229,2,0,0,0.9153
246,18:33:00,18:33:00,37005,3,0,0,1.7756
246,18:35:00,18:35:00,37004,4,0,0,2.3379
246,18:37:00,18:37:00,37003,5,0,0,3.5483
246,18:38:00,18:38:00,37002,6,0,0,4.1964
246,18:41:00,18:41:00,36998,7,0,0,5.6182
246,18:44:00,18:44:00,36997,8,0,0,6.2994
246,18:45:00,18:45:00,36996,9,0,0,6.5769
246,18:47:00,18:47:00,36995,10,0,0,6.9847
246,18:49:00,18:49:00,36994,11,0,0,7.2792
246,18:51:00,18:51:00,37376,12,0,0,7.5284
246,18:53:00,18:53:00,37377,13,0,0,7.8752
246,18:56:00,18:56:00,37378,14,0,0,8.1684
246,19:00:00,19:00:00,39348,15,0,0,9.1265
247,18:49:00,18:49:00,42673,1,0,0,0.0000
247,18:51:00,18:51:00,38229,2,0,0,0.9153
247,18:53:00,18:53:00,37005,3,0,0,1.7756
247,18:55:00,18:55:00,37004,4,0,0,2.3379
247,18:57:00,18:57:00,37003,5,0,0,3.5483
247,18:58:00,18:58:00,37002,6,0,0,4.1964
247,19:01:00,19:01:00,36998,7,0,0,5.6182
247,19:04:00,19:04:00,36997,8,0,0,6.2994
247,19:05:00,19:05:00,36996,9,0,0,6.5769
247,19:07:00,19:07:00,36995,10,0,0,6.9847
247,19:09:00,19:09:00,36994,11,0,0,7.2792
247,19:11:00,19:11:00,37376,12,0,0,7.5284
247,19:13:00,19:13:00,37377,13,0,0,7.8752
247,19:16:00,19:16:00,37378,14,0,0,8.1684
247,19:20:00,19:20:00,39348,15,0,0,9.1265
248,19:09:00,19:09:00,42673,1,0,0,0.0000
248,19:11:00,19:11:00,38229,2,0,0,0.9153
248,19:13:00,19:13:00,37005,3,0,0,1.7756
248,19:15:00,19:15:00,37004,4,0,0,2.3379
248,19:17:00,19:17:00,37003,5,0,0,3.5483
248,19:18:00,19:18:00,37002,6,0,0,4.1964
248,19:21:00,19:21:00,36998,7,0,0,5.6182
248,19:24:00,19:24:00,36997,8,0,0,6.2994
248,19:25:00,19:25:00,36996,9,0,0,6.5769
248,19:27:00,19:27:00,36995,10,0,0,6.9847
248,19:29:00,19:29:00,36994,11,0,0,7.2792
248,19:31:00,19:31:00,37376,12,0,0,7.5284
248,19:33:00,19:33:00,37377,13,0,0,7.8752
248,19:36:00,19:36:00,37378,14,0,0,8.1684
248,19:40:00,19:40:00,39348,15,0,0,9.1265
249,19:29:00,19:29:00,42673,1,0,0,0.0000
249,19:31:00,19:31:00,38229,2,0,0,0.9153
249,19:33:00,19:33:00,37005,3,0,0,1.7756
249,19:35:00,19:35:00,37004,4,0,0,2.3379
249,19:37:00,19:37:00,37003,5,0,0,3.5483
249,19:38:00,19:38:00,37002,6,0,0,4.1964
249,19:41:00,19:41:00,36998,7,0,0,5.6182
249,19:44:00,19:44:00,36997,8,0,0,6.2994
249,19:45:00,19:45:00,36996,9,0,0,6.5769
249,19:47:00,19:47:00,36995,10,0,0,6.9847
249,19:49:00,19:49:00,36994,11,0,0,7.2792
249,19:51:00,19:51:00,37376,12,0,0,7.5284
249,19:53:00,19:53:00,37377,13,0,0,7.8752
249,19:56:00,19:56:00,37378,14,0,0,8.1684
249,20:00:00,20:00:00,39348,15,0,0,9.1265
250,19:49:00,19:49:00,42673,1,0,0,0.0000
250,19:51:00,19:51:00,38229,2,0,0,0.9153
250,19:53:00,19:53:00,37005,3,0,0,1.7756
250,19:55:00,19:55:00,37004,4,0,0,2.3379
250,19:57:00,19:57:00,37003,5,0,0,3.5483
250,19:58:00,19:58:00,37002,6,0,0,4.1964
250,20:01:00,20:01:00,36998,7,0,0,5.6182
250,20:04:00,20:04:00,36997,8,0,0,6.2994
250,20:05:00,20:05:00,36996,9,0,0,6.5769
250,20:07:00,20:07:00,36995,10,0,0,6.9847
250,20:09:00,20:09:00,36994,11,0,0,7.2792
250,20:11:00,20:11:00,37376,12,0,0,7.5284
250,20:13:00,20:13:00,37377,13,0,0,7.8752
250,20:16:00,20:16:00,37378,14,0,0,8.1684
250,20:20:00,20:20:00,39348,15,0,0,9.1265
251,20:09:00,20:09:00,42673,1,0,0,0.0000
251,20:11:00,20:11:00,38229,2,0,0,0.9153
251,20:13:00,20:13:00,37005,3,0,0,1.7756
251,20:15:00,20:15:00,37004,4,0,0,2.3379
251,20:17:00,20:17:00,37003,5,0,0,3.5483
251,20:18:00,20:18:00,37002,6,0,0,4.1964
251,20:21:00,20:21:00,36998,7,0,0,5.6182
251,20:24:00,20:24:00,36997,8,0,0,6.2994
251,20:25:00,20:25:00,36996,9,0,0,6.5769
251,20:27:00,20:27:00,36995,10,0,0,6.9847
251,20:29:00,20:29:00,36994,11,0,0,7.2792
251,20:31:00,20:31:00,37376,12,0,0,7.5284
251,20:33:00,20:33:00,37377,13,0,0,7.8752
251,20:36:00,20:36:00,37378,14,0,0,8.1684
251,20:40:00,20:40:00,39348,15,0,0,9.1265
252,20:29:00,20:29:00,42673,1,0,0,0.0000
252,20:31:00,20:31:00,38229,2,0,0,0.9153
252,20:33:00,20:33:00,37005,3,0,0,1.7756
252,20:35:00,20:35:00,37004,4,0,0,2.3379
252,20:37:00,20:37:00,37003,5,0,0,3.5483
252,20:38:00,20:38:00,37002,6,0,0,4.1964
252,20:41:00,20:41:00,36998,7,0,0,5.6182
252,20:44:00,20:44:00,36997,8,0,0,6.2994
252,20:45:00,20:45:00,36996,9,0,0,6.5769
252,20:47:00,20:47:00,36995,10,0,0,6.9847
252,20:49:00,20:49:00,36994,11,0,0,7.2792
252,20:51:00,20:51:00,37376,12,0,0,7.5284
252,20:53:00,20:53:00,37377,13,0,0,7.8752
252,20:56:00,20:56:00,37378,14,0,0,8.1684
252,21:00:00,21:00:00,39348,15,0,0,9.1265
253,20:49:00,20:49:00,42673,1,0,0,0.0000
253,20:51:00,20:51:00,38229,2,0,0,0.9153
253,20:53:00,20:53:00,37005,3,0,0,1.7756
253,20:55:00,20:55:00,37004,4,0,0,2.3379
253,20:57:00,20:57:00,37003,5,0,0,3.5483
253,20:58:00,20:58:00,37002,6,0,0,4.1964
253,21:01:00,21:01:00,36998,7,0,0,5.6182
253,21:04:00,21:04:00,36997,8,0,0,6.2994
253,21:05:00,21:05:00,36996,9,0,0,6.5769
253,21:07:00,21:07:00,36995,10,0,0,6.9847
253,21:09:00,21:09:00,36994,11,0,0,7.2792
253,21:11:00,21:11:00,37376,12,0,0,7.5284
253,21:13:00,21:13:00,37377,13,0,0,7.8752
253,21:16:00,21:16:00,37378,14,0,0,8.1684
253,21:20:00,21:20:00,39348,15,0,0,9.1265
254,21:09:00,21:09:00,42673,1,0,0,0.0000
254,21:11:00,21:11:00,38229,2,0,0,0.9153
254,21:13:00,21:13:00,37005,3,0,0,1.7756
254,21:15:00,21:15:00,37004,4,0,0,2.3379
254,21:17:00,21:17:00,37003,5,0,0,3.5483
254,21:18:00,21:18:00,37002,6,0,0,4.1964
254,21:21:00,21:21:00,36998,7,0,0,5.6182
254,21:24:00,21:24:00,36997,8,0,0,6.2994
254,21:25:00,21:25:00,36996,9,0,0,6.5769
254,21:27:00,21:27:00,36995,10,0,0,6.9847
254,21:29:00,21:29:00,36994,11,0,0,7.2792
254,21:31:00,21:31:00,37376,12,0,0,7.5284
254,21:33:00,21:33:00,37377,13,0,0,7.8752
254,21:36:00,21:36:00,37378,14,0,0,8.1684
254,21:40:00,21:40:00,39348,15,0,0,9.1265
255,21:29:00,21:29:00,42673,1,0,0,0.0000
255,21:31:00,21:31:00,38229,2,0,0,0.9153
255,21:33:00,21:33:00,37005,3,0,0,1.7756
255,21:35:00,21:35:00,37004,4,0,0,2.3379
255,21:37:00,21:37:00,37003,5,0,0,3.5483
255,21:38:00,21:38:00,37002,6,0,0,4.1964
255,21:41:00,21:41:00,36998,7,0,0,5.6182
255,21:44:00,21:44:00,36997,8,0,0,6.2994
255,21:45:00,21:45:00,36996,9,0,0,6.5769
255,21:47:00,21:47:00,36995,10,0,0,6.9847
255,21:49:00,21:49:00,36994,11,0,0,7.2792
255,21:51:00,21:51:00,37376,12,0,0,7.5284
255,21:53:00,21:53:00,37377,13,0,0,7.8752
255,21:56:00,21:56:00,37378,14,0,0,8.1684
255,22:00:00,22:00:00,39348,15,0,0,9.1265
256,21:49:00,21:49:00,42673,1,0,0,0.0000
256,21:51:00,21:51:00,38229,2,0,0,0.9153
256,21:53:00,21:53:00,37005,3,0,0,1.7756
256,21:55:00,21:55:00,37004,4,0,0,2.3379
256,21:57:00,21:57:00,37003,5,0,0,3.5483
256,21:58:00,21:58:00,37002,6,0,0,4.1964
256,22:01:00,22:01:00,36998,7,0,0,5.6182
256,22:04:00,22:04:00,36997,8,0,0,6.2994
256,22:05:00,22:05:00,36996,9,0,0,6.5769
256,22:07:00,22:07:00,36995,10,0,0,6.9847
256,22:09:00,22:09:00,36994,11,0,0,7.2792
256,22:11:00,22:11:00,37376,12,0,0,7.5284
256,22:13:00,22:13:00,37377,13,0,0,7.8752
256,22:16:00,22:16:00,37378,14,0,0,8.1684
256,22:20:00,22:20:00,39348,15,0,0,9.1265
257,22:09:00,22:09:00,42673,1,0,0,0.0000
257,22:11:00,22:11:00,38229,2,0,0,0.9153
257,22:13:00,22:13:00,37005,3,0,0,1.7756
257,22:15:00,22:15:00,37004,4,0,0,2.3379
257,22:17:00,22:17:00,37003,5,0,0,3.5483
257,22:18:00,22:18:00,37002,6,0,0,4.1964
257,22:21:00,22:21:00,36998,7,0,0,5.6182
257,22:24:00,22:24:00,36997,8,0,0,6.2994
257,22:25:00,22:25:00,36996,9,0,0,6.5769
257,22:27:00,22:27:00,36995,10,0,0,6.9847
257,22:29:00,22:29:00,36994,11,0,0,7.2792
257,22:31:00,22:31:00,37376,12,0,0,7.5284
257,22:33:00,22:33:00,37377,13,0,0,7.8752
257,22:36:00,22:36:00,37378,14,0,0,8.1684
257,22:40:00,22:40:00,39348,15,0,0,9.1265
258,22:29:00,22:29:00,42673,1,0,0,0.0000
258,22:31:00,22:31:00,38229,2,0,0,0.9153
258,22:33:00,22:33:00,37005,3,0,0,1.7756
258,22:35:00,22:35:00,37004,4,0,0,2.3379
258,22:37:00,22:37:00,37003,5,0,0,3.5483
258,22:38:00,22:38:00,37002,6,0,0,4.1964
258,22:41:00,22:41:00,36998,7,0,0,5.6182
258,22:44:00,22:44:00,36997,8,0,0,6.2994
258,22:45:00,22:45:00,36996,9,0,0,6.5769
258,22:47:00,22:47:00,36995,10,0,0,6.9847
258,22:49:00,22:49:00,36994,11,0,0,7.2792
258,22:51:00,22:51:00,37376,12,0,0,7.5284
258,22:53:00,22:53:00,37377,13,0,0,7.8752
258,22:56:00,22:56:00,37378,14,0,0,8.1684
258,23:00:00,23:00:00,39348,15,0,0,9.1265
259,22:49:00,22:49:00,42673,1,0,0,0.0000
259,22:51:00,22:51:00,38229,2,0,0,0.9153
259,22:53:00,22:53:00,37005,3,0,0,1.7756
259,22:55:00,22:55:00,37004,4,0,0,2.3379
259,22:57:00,22:57:00,37003,5,0,0,3.5483
259,22:58:00,22:58:00,37002,6,0,0,4.1964
259,23:01:00,23:01:00,36998,7,0,0,5.6182
259,23:04:00,23:04:00,36997,8,0,0,6.2994
259,23:05:00,23:05:00,36996,9,0,0,6.5769
259,23:07:00,23:07:00,36995,10,0,0,6.9847
259,23:09:00,23:09:00,36994,11,0,0,7.2792
259,23:11:00,23:11:00,37376,12,0,0,7.5284
259,23:13:00,23:13:00,37377,13,0,0,7.8752
259,23:16:00,23:16:00,37378,14,0,0,8.1684
259,23:20:00,23:20:00,39348,15,0,0,9.1265
260,23:09:00,23:09:00,42673,1,0,0,0.0000
260,23:11:00,23:11:00,38229,2,0,0,0.9153
260,23:13:00,23:13:00,37005,3,0,0,1.7756
260,23:15:00,23:15:00,37004,4,0,0,2.3379
260,23:17:00,23:17:00,37003,5,0,0,3.5483
260,23:18:00,23:18:00,37002,6,0,0,4.1964
260,23:21:00,23:21:00,36998,7,0,0,5.6182
260,23:24:00,23:24:00,36997,8,0,0,6.2994
260,23:25:00,23:25:00,36996,9,0,0,6.5769
260,23:27:00,23:27:00,36995,10,0,0,6.9847
260,23:29:00,23:29:00,36994,11,0,0,7.2792
260,23:31:00,23:31:00,37376,12,0,0,7.5284
260,23:33:00,23:33:00,37377,13,0,0,7.8752
